id,question,version,time_elapsed,proof,score,pilot,order,questionText,reasoning,cues,steps,reasonCorrect,understanding,misconception
giraffe,qID-1,B,7.201,P3,1.0,0,0,,,,,,,
giraffe,qID-0,A,124.376,S1_C2,1.0,0,1,,,,,,,
giraffe,qID-11,A,30.166,S1_C2,3.0,0,1,Is there a mistake? [11],no mistake,"construction, all proof text, relies on",,right,geometric,
giraffe,qID-4,A,23.175,S1_C2,1.0,0,1,enough info...ASA at step 7? [4],yes bc ASA conditions are met,"construction, relies on, all proof text, tick marks",step 7,right,"geometric, direct lookup",
giraffe,qID-3,A,26.024,S1_C2,1.0,0,1,enough info...Congruent Adjacent Angles at step 5? [3],yes bc lines are perp,"construction, relies on, tick marks, all proof text",step 5,right,"geometric, direct lookup",
giraffe,qID-0,A,59.292,S1_IN1,1.0,0,2,,,,,,,
giraffe,qID-11,A,35.724,S1_IN1,1.0,0,2,Is there a mistake? [11],yes there's a problem with using SAS,"construction, tick marks, reason definition, all proof text, relies on, inconsistency",step 5,right,"geometric, direct lookup",
giraffe,qID-12,A,8.451,S1_IN1,1.0,0,2,Which step is wrong? [12],step 4 bc SAS is the wrong reason,"construction, inconsistency, tick marks",step 5,right,"geometric, direct lookup",
giraffe,qID-13,A,24.196,S1_IN1,0.0,0,2,Describe reasoning [13],use SSA as a fix because the angle is wrong,,,wrong,geometric,SSA not triangle congruence theorem
giraffe,qID-2,A,20.805,S1_IN1,0.0,0,2,conclude BA congruent to CB? [2],"no reasoning, looked at construction, maybe misreading",construction,step 5,wrong,unknown,
giraffe,qID-3,A,15.75,S1_IN1,0.0,0,2, conclude <DBA congruent to <BCD? [3],"no reasoning, looked at construction, maybe misreading",construction,step 5,wrong,unknown,
giraffe,qID-0,A,36.862,S1_C1,1.0,0,3,,,,,,,
giraffe,qID-11,A,1.41,S1_C1,3.0,0,3,Is there a mistake? [11],"no mistake, no issues","construction, all proof text, relies on",step 7,right,geometric,
giraffe,qID-2,A,19.636,S1_C1,0.0,0,3,enough info...Vertical Angles Theorem (step 4) bw steps 1 and 2? [2],thought congruence was needed for vertical angles,,step 4,wrong,geometric,
giraffe,qID-3,A,30.233,S1_C1,0.0,0,3,enough info...SAS Triangle Congruence (step 5) bw steps 3 and 4? [3],"no reasoning, speeding",,step 5,wrong,unknown,
giraffe,qID-0,A,128.411,S1_IN3,1.0,0,4,,,,,,,
giraffe,qID-11,A,2.677,S1_IN3,1.0,0,4,Is there a mistake? [11],problem is that quad != rectangle,"inconsistency, construction, tick marks, all proof text",step 4,right,"geometric, direct lookup",
giraffe,qID-12,A,3.027,S1_IN3,1.0,0,4,Which step is wrong? [12],step 4 bc quad != rect,"inconsistency, tick marks",step 4,right,"geometric, direct lookup",
giraffe,qID-13,A,14.488,S1_IN3,1.0,0,4,Describe reasoning [13],can't be fixed without changing givens,"given, construction",step 4,right,geometric,
giraffe,qID-3,A,18.269,S1_IN3,1.0,0,4,conclude KN congruent to ML? [3],yes bc same ticks,"construction, tick marks",step 4,right,"geometric, direct lookup",
giraffe,qID-0,A,42.775,S1_IN2,1.0,0,5,,,,,,,
giraffe,qID-11,A,2.089,S1_IN2,1.0,0,5,Is there a mistake? [11],AAS is the wrong theorem to use,"inconsistency, relies on, construction, all proof text",step 5,right,"geometric, direct lookup",
giraffe,qID-12,A,10.821,S1_IN2,1.0,0,5,Which step is wrong? [12],step 5 bc AAS is not correct triangle congruence theorem,"construction, tick marks",step 5,right,geometric,
giraffe,qID-13,A,50.533,S1_IN2,0.0,0,5,Describe reasoning [13],"can't remember if SSA is valid theorem, if it was it could be used","construction, tick marks",step 5,wrong,geometric,SSA not triangle congruence theorem
giraffe,qID-1,A,7.087,S1_IN2,1.0,0,5,enough info...Reflexive Property (step 4) bw steps 1 and 2? [1],reflexive can be applied anywhere,,step 4,right,geometric,
giraffe,qID-2,A,29.086,S1_IN2,1.0,0,5,conclude KL congruent to KM? [2],no bc different lines,"construction, tick marks",step 4,right,"geometric, direct lookup",
giraffe,qID-0,A,45.733,S2_IN2,1.0,0,6,,,,,,,
giraffe,qID-11,A,87.196,S2_IN2,0.0,0,6,Is there a mistake? [11],can't see what the problem is even though they know there's an inconsistency,"construction, tick marks, inconsistency",,wrong,geometric,"thinks CPCTC is correctly applied, assuming that all the angles are congruent to each other"
giraffe,qID-1,A,21.163,S2_IN2,0.0,0,6,enough info...Alternate Interior Angles (Converse) (step 8) bw steps 2 and 3? [1],"no reasoning, speeding",,step 2,wrong,unknown,
giraffe,qID-2,A,34.316,S2_IN2,1.0,0,6,conclude <MYZ congruent to <MWX? [2],recognizes which angles should be the correct pair,"construction, tick marks",step 8,right,"geometric, direct lookup",
giraffe,qID-0,A,156.928,S2_IN1,1.0,0,7,,,,,,,
giraffe,qID-11,A,2.194,S2_IN1,1.0,0,7,Is there a mistake? [11],"sees the inconsistency, took a while to understand what was wrong. but yes, bc the angles can't be established at step 8","tick marks, construction, inconsistency, all proof text",step 8,right,"geometric, direct lookup",
giraffe,qID-12,A,6.678,S2_IN1,1.0,0,7,Which step is wrong? [12],step 8 bc the triangles are not congruent yet,"inconsistency, construction, tick marks",step 8,right,"geometric, direct lookup",
giraffe,qID-13,A,46.611,S2_IN1,1.0,0,7,Describe reasoning [13],could use reflexive and SAS,"construction, tick marks",step 1,right,geometric,
giraffe,qID-2,A,5.491,S2_IN1,0.0,0,7,conclude tLNU congruent to tUQL? [2],speeding and no reasoning,,step 1,wrong,unknown,
giraffe,qID-0,A,42.231,S2_C2,1.0,0,8,,,,,,,
giraffe,qID-11,A,3.032,S2_C2,3.0,0,8,Is there a mistake? [11],no issues,"construction, relies on, all proof text",,right,geometric,
giraffe,qID-2,A,45.924,S2_C2,1.0,0,8,conclude <BAF congruent to <DCB? [2],not the same angles,construction,,right,"geometric, direct lookup",
giraffe,qID-1,A,11.709,S2_C2,0.0,0,8,enough info...SAS Triangle Congruence (step 9) bw steps 7 and 8? [1],"checked step 7 instead of step 9, speeding","construction, earlier proof steps (text)",step 7,wrong,geometric,checked SAS at step 7 instead of step 9
hippo,qID-2,B,95.151,P1,1.0,0,0,,,,,,,
hippo,qID-1,B,22.829,P1,1.0,0,0,,,,,,,
hippo,qID-3,B,11.98,P1,1.0,0,0,,,,,,,
hippo,qID-2,B,7.747,P2,1.0,0,0,,,,,,,
hippo,qID-1,B,6.715,P2,1.0,0,0,,,,,,,
hippo,qID-3,B,7.426,P2,1.0,0,0,,,,,,,
hippo,qID-1,B,13.871,P5,1.0,0,0,,,,,,,
hippo,qID-12,B,12.031,P5,0.0,0,0,,,,,,,
hippo,qID-13,B,3.638,P5,0.0,0,0,,,,,,,
hippo,qID-11,B,34.779,P5,0.0,0,0,,,,,,,
hippo,qID-1,B,12.737,P3,1.0,0,0,,,,,,,
hippo,qID-1,B,10.066,P4,1.0,0,0,,,,,,,
hippo,qID-1,B,10.104,P6,1.0,0,0,,,,,,,
hippo,qID-1,B,32.699,P7,1.0,0,0,,,,,,,
hippo,qID-0,B,100.498,S1_IN2,1.0,0,1,,,,,,,
hippo,qID-11,B,3.369,S1_IN2,1.0,0,1,Is there a mistake? [11],thought the issue was AAS should be SSS,"construction, all proof text",,wrong,geometric,used some information that wasn't in the proof (what visually appeared true) to justify using SSS
hippo,qID-12,B,54.875,S1_IN2,1.0,0,1,Which step is wrong? [12],step 5,,,right,geometric,
hippo,qID-13,B,33.387,S1_IN2,0.0,0,1,Describe reasoning [13],wants to use SSA to fix,"construction, all proof text",,wrong,geometric,
hippo,qID-2,B,12.064,S1_IN2,1.0,0,1,conclude KL congruent to KM? [2],not enough proof,"tick marks, construction",,right,"geometric, direct lookup",
hippo,qID-1,B,25.076,S1_IN2,1.0,0,1,enough info...Reflexive Property (step 4) bw steps 1 and 2? [1],line can be reflexive with itself,earlier proof steps (text),,right,geometric,
hippo,qID-0,B,209.258,S1_C1,1.0,0,2,,,,,,,
hippo,qID-11,B,26.693,S1_C1,3.0,0,2,Is there a mistake? [11],everything checked out after redrawing all the steps on scratch paper,"construction, all proof text, tick marks, redraw",,right,geometric,
hippo,qID-3,B,16.237,S1_C1,1.0,0,2,enough info...SAS Triangle Congruence (step 5) bw steps 3 and 4? [3],need vertical angles for SAS,earlier proof steps (text),,right,geometric,
hippo,qID-2,B,22.786,S1_C1,1.0,0,2,enough info...Vertical Angles Theorem (step 4) bw steps 1 and 2? [2],lines are intersecting so there's enough info,earlier proof steps (text),,right,geometric,
hippo,qID-0,B,42.197,S1_IN1,1.0,0,3,,,,,,,
hippo,qID-11,B,140.021,S1_IN1,1.0,0,3,Is there a mistake? [11],CPCTC is claiming the wrong angles are congruent after redrawing triangles,"construction, tick marks, all proof text, redraw",,wrong,geometric,convinced that SAS was correctly applied and then incorrectly visualized the triangles rotating and mixed up which parts of triangles were corresponding
hippo,qID-12,B,3.55,S1_IN1,0.0,0,3,Which step is wrong? [12],step 5,"construction, all proof text",,wrong,geometric,
hippo,qID-13,B,55.487,S1_IN1,0.0,0,3,Describe reasoning [13],doesn't think proof can be corrected,"all proof text, construction",,wrong,,incorrectly visualized the triangles rotating and mixed up which angles were corresponding
hippo,qID-2,B,15.435,S1_IN1,1.0,0,3,conclude BA congruent to CB? [2],not same # ticks,"tick marks, construction",,right,"geometric, direct lookup",
hippo,qID-3,B,22.308,S1_IN1,1.0,0,3, conclude <DBA congruent to <BCD? [3],not same # ticks,"tick marks, construction",,right,"geometric, direct lookup",
hippo,qID-0,B,44.249,S1_IN3,1.0,0,4,,,,,,,
hippo,qID-11,B,105.749,S1_IN3,0.0,0,4,Is there a mistake? [11],visualized the construction mirroring over MK to check if congruent,"construction, all proof text, redraw",,wrong,geometric,assumed that things are congruent based on visual appearance in construction
hippo,qID-3,B,20.309,S1_IN3,1.0,0,4,conclude KN congruent to ML? [3],yes because it's given,"tick marks, given",,right,"geometric, direct lookup",
hippo,qID-0,B,28.314,S1_C2,1.0,0,5,,,,,,,
hippo,qID-11,B,50.019,S1_C2,0.0,0,5,Is there a mistake? [11],"thought that the naming of angles in step 3 were incorrect, didn't read past step 3","statement text, construction",,wrong,geometric,thinks that naming of congruent angles should match their corresponding points
hippo,qID-12,B,4.941,S1_C2,0.0,0,5,Which step is wrong? [12],step 3,statement text,,wrong,geometric,thinks that naming of congruent angles should match their corresponding points
hippo,qID-13,B,32.07,S1_C2,0.0,0,5,Describe reasoning [13],"the order of points should perfectly match between the two angles, so <ABD=<CBD instead of <ABD=<DBC",statement text,,wrong,geometric,thinks that when 2 angles are named as congruent the ordering of points in their names must exactly match
hippo,qID-3,B,76.699,S1_C2,1.0,0,5,enough info...Congruent Adjacent Angles at step 5? [3],yes bc lines are perpendicular,"earlier proof steps (text), construction",,right,geometric,
hippo,qID-4,B,25.419,S1_C2,1.0,0,5,enough info...ASA at step 7? [4],yes bc reqs for ASA are met,"earlier proof steps (text), construction, tick marks",,right,geometric,
hippo,qID-0,B,355.166,S2_IN1,1.0,0,6,,,,,,,
hippo,qID-11,B,6.844,S2_IN1,0.0,0,6,Is there a mistake? [11],checked over whole proof and thought that there was no issue,"all proof text, construction, redraw",,wrong,geometric,took step 8 at face value
hippo,qID-2,B,7.496,S2_IN1,0.0,0,6,conclude tLNU congruent to tUQL? [2],thought proof was right,"all proof text, construction",,wrong,geometric,"took step 8 at face value, thought proof was correct as result"
hippo,qID-0,B,224.739,S2_IN2,1.0,0,7,,,,,,,
hippo,qID-11,B,1.87,S2_IN2,0.0,0,7,Is there a mistake? [11],redrew the construction and didn't notice that the angles in step 7 are not necessarily equal,"all proof text, redraw",,wrong,geometric,incorrectly redrew and visualized the construction and took step 7 at face value
hippo,qID-2,B,7.07,S2_IN2,0.0,0,7,conclude <MYZ congruent to <MWX? [2],bc proof is correct and it is statement 7 in the proof,all proof text,,wrong,geometric,thinks proof is correct
hippo,qID-1,B,55.893,S2_IN2,1.0,0,7,enough info...Alternate Interior Angles (Converse) (step 8) bw steps 2 and 3? [1],not enough information established yet,earlier proof steps (text),,right,geometric,
hippo,qID-0,B,81.87,S2_C2,1.0,0,8,,,,,,,
hippo,qID-11,B,74.944,S2_C2,0.0,0,8,Is there a mistake? [11],"ABD not same as BCD, same as CBD",statement text,,wrong,geometric,initially looks at what visually appears to be true and if naming is inconsistent then it throws them off. after carefully explaining their reasoning they realized that the 2 triangles were actually the same.
hippo,qID-12,B,8.244,S2_C2,0.0,0,8,Which step is wrong? [12],step 7,statement text,,wrong,geometric,thinks that naming of congruent triangles should match their corresponding points
hippo,qID-13,B,16.784,S2_C2,0.0,0,8,Describe reasoning [13],change step 7 to ABD=CBD,statement text,,wrong,geometric,thinks that naming of congruent triangles should match their corresponding points
hippo,qID-1,B,36.827,S2_C2,1.0,0,8,enough info...SAS Triangle Congruence (step 9) bw steps 7 and 8? [1],still need AB=BC,earlier proof steps (text),,right,geometric,
hippo,qID-2,B,123.29,S2_C2,1.0,0,8,conclude <BAF congruent to <DCB? [2],"though visually they think it's true, the angles were not established to be congruent within the proof","construction, all proof text",,right,geometric,
rhino,qID-2,B,98.369,P1,1.0,0,0,,,,,,,
rhino,qID-3,B,10.19,P1,1.0,0,0,,,,,,,
rhino,qID-1,B,16.957,P1,1.0,0,0,,,,,,,
rhino,qID-2,B,6.922,P2,1.0,0,0,,,,,,,
rhino,qID-1,B,6.863,P2,1.0,0,0,,,,,,,
rhino,qID-3,B,5.963,P2,1.0,0,0,,,,,,,
rhino,qID-1,B,46.901,P5,1.0,0,0,,,,,,,
rhino,qID-11,B,22.296,P5,0.0,0,0,,,,,,,
rhino,qID-13,B,4.752,P5,1.0,0,0,,,,,,,
rhino,qID-12,B,3.929,P5,0.0,0,0,,,,,,,
rhino,qID-1,B,8.492,P4,1.0,0,0,,,,,,,
rhino,qID-1,B,7.44,P7,0.0,0,0,,,,,,,
rhino,qID-1,B,6.035,P3,1.0,0,0,,,,,,,
rhino,qID-1,B,5.051,P6,1.0,0,0,,,,,,,
rhino,qID-0,A,109.803,S1_IN3,1.0,0,1,,,,,,,
rhino,qID-11,A,5.901,S1_IN3,0.0,0,1,Is there a mistake? [11],"no idea, didn't notice the inconsistency after viewing step 3. jumped straight to step 5 initially","reason definition, construction, tick marks, all proof text","step 5, step 3",wrong,guess,post-hoc said they didn't know how to find a mistake so they said no for every proof
rhino,qID-3,A,24.918,S1_IN3,1.0,0,1,conclude KN congruent to ML? [3],yes bc they're the same line,"construction, tick marks",step 5,right,"geometric, direct lookup",
rhino,qID-0,A,75.415,S1_IN2,1.0,0,2,,,,,,,
rhino,qID-11,A,3.631,S1_IN2,1.0,0,2,Is there a mistake? [11],"saw red inconsistency at step 5, still isn't sure why proof is wrong","inconsistency, relies on","step 5, step 3, step 4",wrong,direct lookup,assumed that the problem was with reflexive property because of the red inconsistency
rhino,qID-12,A,28.056,S1_IN2,0.0,0,2,Which step is wrong? [12],picked step 4 because of the question and also thinks there's a missing step,"relies on, inconsistency",step 5,wrong,direct lookup,assumed that the problem was with reflexive property because of the red inconsistency
rhino,qID-13,A,75.926,S1_IN2,0.0,0,2,Describe reasoning [13],need JM and ML to be congruent,"construction, tick marks",step 5,wrong,geometric,doesn't recognize RHL or the fact that AAS was the wrong reason to use in the first place
rhino,qID-1,A,12.772,S1_IN2,1.0,0,2,enough info...Reflexive Property (step 4) bw steps 1 and 2? [1],yes bc enough info for reflexive,earlier proof steps (text),step 5,right,geometric,
rhino,qID-2,A,16.073,S1_IN2,1.0,0,2,conclude KL congruent to KM? [2],no bc different lines,"construction, tick marks",step 5,right,"geometric, direct lookup",
rhino,qID-0,A,16.89,S1_C2,1.0,0,3,,,,,,,
rhino,qID-11,A,13.321,S1_C2,3.0,0,3,Is there a mistake? [11],"no, no reasoning",,step 9,wrong,guess,post-hoc said they didn't know how to find a mistake so they said no for every proof
rhino,qID-3,A,72.86,S1_C2,1.0,0,3,enough info...Congruent Adjacent Angles at step 5? [3],"yes, thinks that congruent adjacent angles needs to know AD and DC are the same length",,step 5,wrong,geometric,thinks that adj-angles needs to be based on congruent segments
rhino,qID-4,A,25.774,S1_C2,1.0,0,3,enough info...ASA at step 7? [4],"yes, no reason expressed",,step 7,unknown,,
rhino,qID-0,A,24.884,S1_IN1,1.0,0,4,,,,,,,
rhino,qID-11,A,44.481,S1_IN1,0.0,0,4,Is there a mistake? [11],no reasoning,,step 5,wrong,guess,post-hoc said they didn't know how to find a mistake so they said no for every proof
rhino,qID-3,A,14.895,S1_IN1,0.0,0,4, conclude <DBA congruent to <BCD? [3],no reasoning,,step 5,unknown,unknown,
rhino,qID-2,A,10.459,S1_IN1,1.0,0,4,conclude BA congruent to CB? [2],same # ticks,,step 5,unknown,unknown,
rhino,qID-0,A,23.642,S1_C1,1.0,0,5,,,,,,,
rhino,qID-11,A,6.515,S1_C1,3.0,0,5,Is there a mistake? [11],no reasoning,,step 7,wrong,guess,post-hoc said they didn't know how to find a mistake so they said no for every proof
rhino,qID-2,A,18.003,S1_C1,0.0,0,5,enough info...Vertical Angles Theorem (step 4) bw steps 1 and 2? [2],yes bc reflexive is always true,,step 4,right,"geometric, direct lookup",
rhino,qID-3,A,50.505,S1_C1,0.0,0,5,enough info...SAS Triangle Congruence (step 5) bw steps 3 and 4? [3],yes bc you can see enough tick marks on the diagram,"tick marks, construction",step 5,wrong,"geometric, direct lookup","visually determining if lines and angles are the same length, mislead bc there were enough tick marks at step 5 but there wouldn't have been after step 3"
rhino,qID-0,A,13.762,S2_IN2,1.0,0,6,,,,,,,
rhino,qID-11,A,18.718,S2_IN2,0.0,0,6,Is there a mistake? [11],no reasoning,,step 8,wrong,guess,post-hoc said they didn't know how to find a mistake so they said no for every proof
rhino,qID-1,A,40.915,S2_IN2,0.0,0,6,enough info...Alternate Interior Angles (Converse) (step 8) bw steps 2 and 3? [1],YX WZ are the same length and is the same and WX and YZ have to be the same length,"construction, tick marks",step 8,wrong,geometric,visually determining if lines and angles are the same length
rhino,qID-2,A,45.472,S2_IN2,0.0,0,6,conclude <MYZ congruent to <MWX? [2],yes because all the angles are the same,"construction, tick marks",step 8,wrong,geometric,visually determining if lines and angles are the same length
rhino,qID-0,A,8.775,S2_C2,1.0,0,7,,,,,,,
rhino,qID-11,A,2.342,S2_C2,3.0,0,7,Is there a mistake? [11],no reasoning,,step 10,wrong,guess,post-hoc said they didn't know how to find a mistake so they said no for every proof
rhino,qID-1,A,36.786,S2_C2,1.0,0,7,enough info...SAS Triangle Congruence (step 9) bw steps 7 and 8? [1],no bc need to know AB and BC are congruent before you can use SAS,"construction, relies on, earlier proof steps (text)",step 9,right,"geometric, direct lookup",
rhino,qID-2,A,54.444,S2_C2,1.0,0,7,conclude <BAF congruent to <DCB? [2],no bc tick marks are different and FB doesn't equal DC,"construction, tick marks",step 10,right,"geometric, direct lookup",
rhino,qID-0,A,11.878,S2_IN1,1.0,0,8,,,,,,,
rhino,qID-11,A,11.491,S2_IN1,0.0,0,8,Is there a mistake? [11],"no reasoning ""i can never tell if there's a mistake, it's hard to go through and see how to get to it""",,step 9,wrong,guess,post-hoc said they didn't know how to find a mistake so they said no for every proof
rhino,qID-2,A,99.687,S2_IN1,0.0,0,8,conclude tLNU congruent to tUQL? [2],yes bc you have congruent sides and 1 angle which is enough to prove,"construction, tick marks",step 9,wrong,"geometric, direct lookup",visually determining if lines and angles are the same length
pA,qID-1,B,229.263,P1,1.0,1,0,,,,,,,
pA,qID-2,B,19.307,P1,1.0,1,0,,,,,,,
pA,qID-3,B,23.875,P1,1.0,1,0,,,,,,,
pA,qID-2,B,21.555,P2,1.0,1,0,,,,,,,
pA,qID-1,B,30.24,P2,1.0,1,0,,,,,,,
pA,qID-3,B,9.753,P2,1.0,1,0,,,,,,,
pA,qID-1,B,30.374,P5,1.0,1,0,,,,,,,
pA,qID-13,B,18.056,P5,0.0,1,0,,,,,,,
pA,qID-12,B,2.76,P5,1.0,1,0,,,,,,,
pA,qID-11,B,46.415,P5,1.0,1,0,,,,,,,
pA,qID-1,B,10.204,P6,1.0,1,0,,,,,,,
pA,qID-1,B,58.264,P7,1.0,1,0,,,,,,,
pA,qID-1,B,45.627,P4,1.0,1,0,,,,,,,
pA,qID-1,B,11.294,P3,1.0,1,0,,,,,,,
pA,qID-0,A,97.402,S1_C1,1.0,1,1,,,,,,,
pA,qID-11,A,101.692,S1_C1,3.0,1,1,,,,,,,
pA,qID-13,A,24.141,S1_C1,0.0,1,1,,,,,,,
pA,qID-3,A,40.097,S1_C1,1.0,1,1,,,,,,,
pA,qID-2,A,51.299,S1_C1,1.0,1,1,,,,,,,
pA,qID-0,A,101.841,S1_C2,1.0,1,2,,,,,,,
pA,qID-11,A,98.97,S1_C2,0.0,1,2,,,,,,,
pA,qID-12,A,15.108,S1_C2,0.0,1,2,,,,,,,
pA,qID-13,A,62.598,S1_C2,0.0,1,2,,,,,,,
pA,qID-3,A,18.12,S1_C2,1.0,1,2,,,,,,,
pA,qID-4,A,4.377,S1_C2,0.0,1,2,,,,,,,
pA,qID-0,A,3.616,S1_IN1,1.0,1,3,,,,,,,
pA,qID-11,A,44.667,S1_IN1,1.0,1,3,,,,,,,
pA,qID-12,A,9.063,S1_IN1,1.0,1,3,,,,,,,
pA,qID-13,A,41.107,S1_IN1,1.0,1,3,,,,,,,
pA,qID-2,A,141.494,S1_IN1,1.0,1,3,,,,,,,
pA,qID-3,A,24.785,S1_IN1,1.0,1,3,,,,,,,
pA,qID-0,A,55.712,S1_IN2,1.0,1,4,,,,,,,
pA,qID-11,A,28.827,S1_IN2,1.0,1,4,,,,,,,
pA,qID-12,A,58.924,S1_IN2,1.0,1,4,,,,,,,
pA,qID-13,A,49.932,S1_IN2,1.0,1,4,,,,,,,
pA,qID-1,A,52.288,S1_IN2,1.0,1,4,,,,,,,
pA,qID-2,A,24.225,S1_IN2,1.0,1,4,,,,,,,
pA,qID-0,A,91.16,S1_IN3,1.0,1,5,,,,,,,
pA,qID-11,A,10.348,S1_IN3,0.0,1,5,,,,,,,
pA,qID-13,A,3.038,S1_IN3,1.0,1,5,,,,,,,
pA,qID-3,A,11.297,S1_IN3,1.0,1,5,,,,,,,
pA,qID-0,A,121.102,S2_IN1,1.0,1,6,,,,,,,
pA,qID-11,A,2.966,S2_IN1,1.0,1,6,,,,,,,
pA,qID-12,A,6.953,S2_IN1,1.0,1,6,,,,,,,
pA,qID-13,A,192.594,S2_IN1,0.0,1,6,,,,,,,
pA,qID-2,A,12.295,S2_IN1,1.0,1,6,,,,,,,
pA,qID-0,A,3.535,S2_C2,1.0,1,7,,,,,,,
pA,qID-11,A,116.436,S2_C2,3.0,1,7,,,,,,,
pA,qID-13,A,1.879,S2_C2,0.0,1,7,,,,,,,
pA,qID-1,A,34.293,S2_C2,1.0,1,7,,,,,,,
pA,qID-2,A,28.269,S2_C2,1.0,1,7,,,,,,,
pA,qID-0,A,108.685,S2_IN2,1.0,1,8,,,,,,,
pA,qID-11,A,1.987,S2_IN2,1.0,1,8,,,,,,,
pA,qID-12,A,10.351,S2_IN2,1.0,1,8,,,,,,,
pA,qID-13,A,16.348,S2_IN2,1.0,1,8,,,,,,,
pA,qID-2,A,21.479,S2_IN2,1.0,1,8,,,,,,,
pA,qID-1,A,48.368,S2_IN2,1.0,1,8,,,,,,,
pB,qID-2,B,77.71,P1,1.0,1,0,,,,,,,
pB,qID-3,B,13.151,P1,1.0,1,0,,,,,,,
pB,qID-1,B,8.165,P1,1.0,1,0,,,,,,,
pB,qID-1,B,14.149,P2,1.0,1,0,,,,,,,
pB,qID-2,B,6.039,P2,1.0,1,0,,,,,,,
pB,qID-3,B,5.662,P2,1.0,1,0,,,,,,,
pB,qID-1,B,35.47,P7,1.0,1,0,,,,,,,
pB,qID-13,B,15.48,P7,1.0,1,0,,,,,,,
pB,qID-12,B,22.069,P7,0.0,1,0,,,,,,,
pB,qID-11,B,28.99,P7,1.0,1,0,,,,,,,
pB,qID-1,B,11.507,P5,1.0,1,0,,,,,,,
pB,qID-1,B,11.374,P3,1.0,1,0,,,,,,,
pB,qID-1,B,10.492,P4,1.0,1,0,,,,,,,
pB,qID-1,B,8.927,P6,1.0,1,0,,,,,,,
pB,qID-0,A,62.939,S1_IN2,1.0,1,1,,,,,,,
pB,qID-11,A,5.888,S1_IN2,1.0,1,1,,,,,,,
pB,qID-12,A,15.613,S1_IN2,1.0,1,1,,,,,,,
pB,qID-13,A,32.702,S1_IN2,1.0,1,1,,,,,,,
pB,qID-2,A,18.013,S1_IN2,1.0,1,1,,,,,,,
pB,qID-1,A,26.507,S1_IN2,1.0,1,1,,,,,,,
pB,qID-0,A,55.943,S1_C2,1.0,1,2,,,,,,,
pB,qID-11,A,10.646,S1_C2,3.0,1,2,,,,,,,
pB,qID-3,A,17.36,S1_C2,1.0,1,2,,,,,,,
pB,qID-4,A,12.762,S1_C2,1.0,1,2,,,,,,,
pB,qID-0,A,48.168,S1_C1,1.0,1,3,,,,,,,
pB,qID-11,A,4.619,S1_C1,3.0,1,3,,,,,,,
pB,qID-3,A,12.213,S1_C1,1.0,1,3,,,,,,,
pB,qID-2,A,12.393,S1_C1,1.0,1,3,,,,,,,
pB,qID-0,A,31.42,S1_IN1,1.0,1,4,,,,,,,
pB,qID-11,A,3.792,S1_IN1,1.0,1,4,,,,,,,
pB,qID-12,A,8.065,S1_IN1,1.0,1,4,,,,,,,
pB,qID-13,A,20.474,S1_IN1,0.0,1,4,,,,,,,
pB,qID-3,A,33.259,S1_IN1,1.0,1,4,,,,,,,
pB,qID-2,A,29.487,S1_IN1,1.0,1,4,,,,,,,
pB,qID-0,A,63.892,S1_IN3,1.0,1,5,,,,,,,
pB,qID-11,A,1.544,S1_IN3,1.0,1,5,,,,,,,
pB,qID-12,A,2.671,S1_IN3,1.0,1,5,,,,,,,
pB,qID-13,A,21.992,S1_IN3,1.0,1,5,,,,,,,
pB,qID-3,A,60.852,S1_IN3,1.0,1,5,,,,,,,
pB,qID-0,A,74.957,S2_IN2,1.0,1,6,,,,,,,
pB,qID-11,A,1.777,S2_IN2,1.0,1,6,,,,,,,
pB,qID-12,A,6.495,S2_IN2,1.0,1,6,,,,,,,
pB,qID-13,A,19.481,S2_IN2,1.0,1,6,,,,,,,
pB,qID-1,A,14.308,S2_IN2,1.0,1,6,,,,,,,
pB,qID-2,A,56.914,S2_IN2,1.0,1,6,,,,,,,
pB,qID-0,A,53.857,S2_C2,1.0,1,7,,,,,,,
pB,qID-11,A,4.22,S2_C2,3.0,1,7,,,,,,,
pB,qID-2,A,17.587,S2_C2,1.0,1,7,,,,,,,
pB,qID-1,A,21.909,S2_C2,1.0,1,7,,,,,,,
pB,qID-0,A,65.687,S2_IN1,1.0,1,8,,,,,,,
pB,qID-11,A,1.312,S2_IN1,1.0,1,8,,,,,,,
pB,qID-12,A,13.503,S2_IN1,1.0,1,8,,,,,,,
pB,qID-13,A,48.268,S2_IN1,1.0,1,8,,,,,,,
pB,qID-2,A,15.731,S2_IN1,1.0,1,8,,,,,,,
pC,qID-3,B,104.138,P1,1.0,1,0,,,,,,,
pC,qID-1,B,11.745,P1,1.0,1,0,,,,,,,
pC,qID-2,B,10.512,P1,1.0,1,0,,,,,,,
pC,qID-2,B,11.473,P2,1.0,1,0,,,,,,,
pC,qID-3,B,9.304,P2,1.0,1,0,,,,,,,
pC,qID-1,B,10.558,P2,1.0,1,0,,,,,,,
pC,qID-1,B,16.224,P7,0.0,1,0,,,,,,,
pC,qID-11,B,25.712,P7,1.0,1,0,,,,,,,
pC,qID-13,B,7.899,P7,0.0,1,0,,,,,,,
pC,qID-12,B,10.355,P7,0.0,1,0,,,,,,,
pC,qID-1,B,15.781,P5,1.0,1,0,,,,,,,
pC,qID-1,B,9.983,P3,1.0,1,0,,,,,,,
pC,qID-1,B,15.064,P6,0.0,1,0,,,,,,,
